id,evidence_status,evidence_status_raw,filter_passed,prediction_source,postprocess_reason
12827,Yes,"{""promise_status"":""Yes"",""promise_str"":""陽明海運長期以來一直致力於推展海洋文化教育與支持在地社區共榮發展，將「提升社會參與，實踐取之社會、用之社會之理念」作為本公司永續發展策略之一，"",""evidence_status"":""Yes"",""evidence_str"":""在本業發展的同時，展現企業人飢己飢的精神，與政府組織、慈善單位、學術單位、NGO 等組織合作，響應人道慈善援助，並重視年青學子教育發展，提供教育補助及產學合作擴充海勤人力資料庫，同時配合政府推廣體育政策，贊助潛力優秀運動員，亦積極經營社區發展，鼓勵在地文化推廣。""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.59670436;score_yes=0.40329564;n_members=5|gemma:local_norag:tau=0.70:conf=0.5967
12834,No,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.60270878;score_yes=0.39729119;n_members=5|gemma:local_norag:tau=0.70:conf=0.6027
12838,Yes,"{""promise_status"":""Yes"",""promise_str"":""台泥永續承諾：全面氣候承諾，和全面關懷承諾，致力推展低碳建材、綠色能源和資源循環三大核心事業，期提供人類文明與氣候、自然間複雜問題之解決方案。"",""evidence_status"":""Yes"",""evidence_str"":""採減碳增綠策略，從本業減碳，到助人減碳；以人為本，推動多元跨域、跨齡共融，透過四大動能驅動低碳轉型與打造全球競爭力。""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.60829051;score_yes=0.39170949;n_members=5|gemma:local_norag:tau=0.70:conf=0.6083
12842,Yes,"{""promise_status"":""Yes"",""promise_str"":""鴻海供應商與合作夥伴行為準則中，明文規範所有供應商及合作夥伴必須尊重並維護人權，不得使用任何形式的強迫勞動、童工或其他剝削性勞動。應保障其員工享有合理工時與報酬、結社自由及集體談判權，並提供安全健康的工作環境。"",""evidence_status"":""Yes"",""evidence_str"":""任何歧視、騷擾或虐待行為均屬重大違規，一經發現，鴻海將採取零容忍措施，包括暫停合作或終止合約，並要求立即改善，確保供應鏈及協力夥伴網絡中每一位勞動者的基本權利獲得尊重和保護。""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.56865471;score_yes=0.43134530;n_members=5|gemma:local_norag:tau=0.70:conf=0.5687
12844,Yes,"{""promise_status"":""Yes"",""promise_str"":""SBT-NZ 要求每年排放減量 4.2%，預計至 2037 年將僅剩最終殘餘排放，並於 2050 實現淨零。"",""evidence_status"":""Yes"",""evidence_str"":""在以 SBT-NZ 為目標之情境下，碳費支出主要集中於初期階段，並於 2037 達到峰值，2047 年後隨著排放達標，不再面臨相關碳稅風險。""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.67813313;score_yes=0.32186687;n_members=5|gemma:local_norag:tau=0.70:conf=0.6781
12851,No,"{""promise_status"":""Yes"",""promise_str"":""我們根據近年來的永續績效成果，訂定未來五年涵蓋環境面、社會面與治理面的永續發展藍圖，積極透過整合公司各部門資源逐年達成永續目標，發揮公司對於利害關係人的正向影響力。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.61821382;score_yes=0.38178616;n_members=5|gemma:local_norag:tau=0.70:conf=0.6182
12882,Yes,"{""promise_status"":""Yes"",""promise_str"":""提供各種類學習資源、績效管理措施、雙向職涯會談，及內部轉職制度，積極培養員工能力並主動掌握發展機會。"",""evidence_status"":""Yes"",""evidence_str"":""新進主管開始，提供漸進式的訓練，給予專屬的領導力發展資源，並定期施行評鑑。""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.30488054;score_yes=0.69511949;n_members=5|gemma:local_norag:tau=0.70:conf=0.6951
12911,No,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.38145638;score_yes=0.61854363;n_members=5|gemma:local_norag:tau=0.70:conf=0.6185
12927,No,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.54146430;score_yes=0.45853570;n_members=5|gemma:local_norag:tau=0.70:conf=0.5415
12935,Yes,"{""promise_status"":""Yes"",""promise_str"":""預計於 2025 年起推動盡職調查，涵蓋財務穩定性、法規遵循性、技術能力及永續績效等，"",""evidence_status"":""Yes"",""evidence_str"":""透過實地抽查與報告檢核，確保供應鏈永續發展。""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.30956587;score_yes=0.69043414;n_members=5|gemma:local_norag:tau=0.70:conf=0.6904
12940,Yes,"{""promise_status"":""Yes"",""promise_str"":""遵循相關民航消費法規，提供多元顧客溝通管道，即時妥善處理客訴，重新贏得旅客信任。"",""evidence_status"":""Yes"",""evidence_str"":""經由系統化作業，審慎管理顧客意見，釐清肇因，落實矯正措施。透過定期服務品質管理相關會議檢視各項服務提供狀況、顧客回饋及追蹤顧客滿意度，提供符合顧客需求之服務。""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.59619683;score_yes=0.40380319;n_members=5|gemma:local_norag:tau=0.70:conf=0.5962
12961,No,"{""promise_status"":""Yes"",""promise_str"":""定期審議及檢視防制洗錢及打擊資恐執行成效。 ｜ 降低並預防洗錢及資恐風險。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.34600089;score_yes=0.65399914;n_members=5|gemma:local_norag:tau=0.70:conf=0.6540
12991,Yes,"{""promise_status"":""Yes"",""promise_str"":""資訊安全相關政策、計畫、措施及技術規範之研議，以及安全技術之研究及評估相關事項。"",""evidence_status"":""Yes"",""evidence_str"":""資訊安全管理計畫之訂定、執行，及定期評估實施成效。  - 建立資訊安全事件的正式通報程序及管道，並訂定通報之後應採行之行動及措施。  - 資料及資訊系統之安全需求研議、使用管理及保護。""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.62047009;score_yes=0.37952991;n_members=5|gemma:local_norag:tau=0.70:conf=0.6205
13012,No,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.59480604;score_yes=0.40519395;n_members=5|gemma:local_norag:tau=0.70:conf=0.5948
13027,No,"{""promise_status"":""Yes"",""promise_str"":""本公司願為環保貢獻最大之努力，達到生產零污染的目標，克盡地球公民責任，致力企業永續發展。研華承諾推動綠色經營，實施綠色產品設計、污染預防、廢棄物管理及綠色採購，與客戶、供應商和外包協力廠商合作，共同建立從設計、製造到產品運送與服務之綠色供應鏈，落實節能、減排、資源持續運用與循環經濟。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.37741620;score_yes=0.62258381;n_members=5|gemma:local_norag:tau=0.70:conf=0.6226
13029,No,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.30457991;score_yes=0.69542008;n_members=5|gemma:local_norag:tau=0.70:conf=0.6954
13053,No,"{""promise_status"":""Yes"",""promise_str"":""承諾  01 避免在關鍵生物多樣性鄰近地區進行新營運活動，若為國家基礎建設需要，須於該地區建設電信基礎設施時，將遵守國家相關法規進行環境影響評估，並研擬減緩衝擊對策，保護該關鍵地區生態系統與致力達成無淨損失  ｜ (No  ｜ Net  ｜ Loss)。  02 對現有營運活動逐步展開自然資源使用和生物多樣性風險評估，並努力朝  ｜ 2030  ｜ 年達成受影響地區之生物多樣性的淨正向影響  ｜ (Net  ｜ Positive  ｜ Impact)  ｜ 目標。  03 盤點現行營運活動林木用量，投入資源進行森林復育，以逐步朝向  ｜ 2030  ｜ 年實現無淨毀林  ｜ (No  ｜ Net  ｜ Deforestation)  ｜ 目標。"",""evidence_status"":""Yes"",""evidence_str"":""04  ｜ 提升利害關係人對生物多樣性和森林保育的認識。  05 參與",yes,gemma_low_conf,score_no=0.64923656;score_yes=0.35076345;n_members=5|gemma:local_norag:tau=0.70:conf=0.6492
13064,Yes,"{""promise_status"":""Yes"",""promise_str"":""未來會帶領復育組同仁持續受訓，希望從採種、育苗到植樹，全面提升復育工作的效率與品質。"",""evidence_status"":""Yes"",""evidence_str"":""透過此次培訓課程，老師不僅指出植種過程中的問題，也提供具體可行的方法，減輕同仁作業負擔。""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.42001305;score_yes=0.57998696;n_members=5|gemma:local_norag:tau=0.70:conf=0.5800
13081,No,"{""promise_status"":""Yes"",""promise_str"":""智邦可透過擴大產品市場，帶來營收提升的效益。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.47456224;score_yes=0.52543773;n_members=5|gemma:local_norag:tau=0.70:conf=0.5254
13137,No,"{""promise_status"":""Yes"",""promise_str"":""秉持「幸福企業」之理念，打造友善健康職場，提供完善薪資福利與良好的職涯發展計畫，透過多元管道吸引優秀人才，建構暢通勞資溝通管道，以減少任何形式的強迫勞動。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>",yes,gemma_low_conf,score_no=0.58471215;score_yes=0.41528788;n_members=5|gemma:local_norag:tau=0.70:conf=0.5847
